5000	1
10000	1
15000	1
20000	1
25000	1
30000	1
35000	1
40000	1
45000	1
50000	1
55000	1
60000	2
65000	1
70000	1
75000	2
80000	2
85000	2
90000	2
95000	3
100000	2
105000	3
110000	3
115000	3
120000	3
125000	3
130000	3
135000	2
140000	3
145000	3
150000	3
155000	3
160000	3
165000	3
170000	3
175000	3
180000	3
185000	3
190000	3
195000	3
200000	3
205000	4
210000	3
215000	3
220000	3
225000	4
230000	3
235000	3
240000	3
245000	3
250000	3
255000	3
260000	3
265000	2
270000	3
275000	4
280000	4
285000	3
290000	4
295000	5
300000	4
305000	4
310000	4
315000	3
320000	3
325000	3
330000	4
335000	3
340000	3
345000	4
350000	4
355000	3
360000	4
365000	3
370000	5
375000	5
380000	4
385000	4
390000	4
395000	5
400000	5
405000	4
410000	4
415000	5
420000	4
425000	4
430000	5
435000	4
440000	4
445000	4
450000	5
455000	4
460000	6
465000	4
470000	4
475000	5
480000	4
485000	5
490000	5
495000	5
500000	6
505000	5
510000	5
515000	5
520000	6
525000	5
530000	5
535000	6
540000	6
545000	6
550000	6
555000	5
560000	6
565000	6
570000	5
575000	6
580000	6
585000	6
590000	7
595000	6
600000	7
605000	6
610000	6
615000	6
620000	7
625000	6
630000	7
635000	7
640000	6
645000	7
650000	7
655000	6
660000	6
665000	6
670000	7
675000	6
680000	6
685000	7
690000	7
695000	7
700000	7
705000	7
710000	7
715000	8
720000	7
725000	7
730000	7
735000	8
740000	7
745000	8
750000	7
755000	8
760000	7
765000	8
770000	7
775000	9
780000	8
785000	8
790000	7
795000	7
800000	9
805000	8
810000	8
815000	7
820000	7
825000	8
830000	8
835000	9
840000	8
845000	9
850000	8
855000	8
860000	9
865000	8
870000	8
875000	9
880000	9
885000	9
890000	8
895000	9
900000	8
905000	9
910000	8
915000	10
920000	9
925000	9
930000	9
935000	8
940000	9
945000	9
950000	9
955000	8
960000	9
965000	10
970000	10
975000	10
980000	11
985000	10
990000	10
995000	10
1000000	12
1005000	11
1010000	11
1015000	12
1020000	11
1025000	11
1030000	10
1035000	10
1040000	10
1045000	10
1050000	11
1055000	9
1060000	10
1065000	11
1070000	10
1075000	10
1080000	10
1085000	10
1090000	9
1095000	9
1100000	11
1105000	11
1110000	10
1115000	10
1120000	10
1125000	10
1130000	11
1135000	11
1140000	11
1145000	11
1150000	11
1155000	11
1160000	11
1165000	11
1170000	11
1175000	10
1180000	10
1185000	12
1190000	10
1195000	11
1200000	12
1205000	12
1210000	11
1215000	13
1220000	12
1225000	11
1230000	13
1235000	12
1240000	12
1245000	12
1250000	12
1255000	11
1260000	12
1265000	12
1270000	12
1275000	12
1280000	12
1285000	13
1290000	12
1295000	12
1300000	12
1305000	12
1310000	11
1315000	14
1320000	12
1325000	13
1330000	12
1335000	13
1340000	13
1345000	13
1350000	12
1355000	12
1360000	12
1365000	12
1370000	13
1375000	12
1380000	14
1385000	12
1390000	13
1395000	13
1400000	13
1405000	13
1410000	13
1415000	13
1420000	13
1425000	14
1430000	15
1435000	14
1440000	14
1445000	14
1450000	15
1455000	15
1460000	15
1465000	16
1470000	15
1475000	15
1480000	14
1485000	14
1490000	14
1495000	13
1500000	13
1505000	14
1510000	14
1515000	14
1520000	14
1525000	15
1530000	14
1535000	14
1540000	14
1545000	13
1550000	14
1555000	14
1560000	15
1565000	15
1570000	14
1575000	15
1580000	15
1585000	15
1590000	14
1595000	14
1600000	15
1605000	15
1610000	15
1615000	15
1620000	15
1625000	15
1630000	15
1635000	15
1640000	16
1645000	16
1650000	16
1655000	15
1660000	16
1665000	16
1670000	15
1675000	16
1680000	16
1685000	16
1690000	15
1695000	16
1700000	16
1705000	16
1710000	16
1715000	16
1720000	14
1725000	16
1730000	16
1735000	16
1740000	15
1745000	16
1750000	16
1755000	16
1760000	16
1765000	17
1770000	16
1775000	17
1780000	18
1785000	17
1790000	18
1795000	18
1800000	18
1805000	18
1810000	19
1815000	19
1820000	18
1825000	18
1830000	17
1835000	17
1840000	17
1845000	17
1850000	18
1855000	17
1860000	18
1865000	16
1870000	17
1875000	18
1880000	18
1885000	17
1890000	17
1895000	18
1900000	17
1905000	18
1910000	18
1915000	17
1920000	18
1925000	17
1930000	17
1935000	18
1940000	18
1945000	18
1950000	18
1955000	17
1960000	19
1965000	18
1970000	18
1975000	19
1980000	19
1985000	19
1990000	18
1995000	18
2000000	19
2005000	19
2010000	19
2015000	18
2020000	18
2025000	20
2030000	19
2035000	19
2040000	19
2045000	19
2050000	19
2055000	19
2060000	19
2065000	20
2070000	20
2075000	21
2080000	20
2085000	21
2090000	22
2095000	21
2100000	22
2105000	22
2110000	21
2115000	20
2120000	19
2125000	19
2130000	19
2135000	20
2140000	21
2145000	20
2150000	20
2155000	21
2160000	20
2165000	20
2170000	21
2175000	20
2180000	20
2185000	20
2190000	20
2195000	20
2200000	21
2205000	21
2210000	20
2215000	20
2220000	20
2225000	21
2230000	21
2235000	21
2240000	21
2245000	21
2250000	20
2255000	21
2260000	21
2265000	21
2270000	21
2275000	22
2280000	21
2285000	21
2290000	21
2295000	20
2300000	20
2305000	21
2310000	22
2315000	21
2320000	22
2325000	23
2330000	23
2335000	22
2340000	24
2345000	23
2350000	23
2355000	23
2360000	23
2365000	22
2370000	23
2375000	21
2380000	21
2385000	22
2390000	21
2395000	21
2400000	23
2405000	22
2410000	22
2415000	22
2420000	23
2425000	24
2430000	23
2435000	23
